FILE_ID,CATEGORY_ID0,CATEGORY_ID1,CATEGORY_ID2
c70db87ff06c2ddf7ca79daa5b941462,15,17,0
29f0204f3f576075eab34012fd786957,7,16,14
6bb636e3a4858ea598639ef4ca4947d9,10,9,13
5272cf719f5d65cbccf9bf7a526e19d4,18,19,17
e8adbd83eeeb258386312097ac42e1b5,5,14,11
80315376d0436e162a63b70cbf8cd384,8,5,14
263ee83deaf855411daa7f5cb81d6924,0,15,18
39a5801ba1d909f7f61f915c202b39ac,8,16,2
7c7fadd433a60964c09bcbc0fd981444,13,11,19
d2ddd05bafb8158bd6913b6621f09f49,1,3,12
6932a4eb5d06a580564f4d4db9692ff0,18,19,8
6a54506ecf23fd44dff0ded7539f7db4,4,10,17
08d81b0f64d729f29eb381c984665418,12,3,15
d17a1b10c3477bac833f94e6f0a645c8,15,0,18
7773f54899cfdb48123eaabe99ba4a1f,6,14,19
d6eaebe02101ab9452f8f8c4debe4618,10,9,1
d1eb0aea21c3e1120aa221957b68a6c1,7,17,16
72b23dacb896454832d1c3ed6fe144f9,18,15,8
d558cda3458ab5f88eeef4a69743077f,6,14,5
45820ab33d9de8d2a1e05ecedd47237c,6,2,14
9a2514e312e492475810308f6d137870,7,16,18
1c541a0b472403efbabb66096370fe9e,19,17,5
0c5d0674f33da3ef0c07573f5334c216,0,15,11
2c04f0170f1947ed7ef284f2ad2b9c73,15,0,10
7790dc42ee96347b900824f6488d20e7,7,16,12
40ce8ef0822c42824ea3a8925ce8ad15,13,1,3
d5308798a1b2b500ddd72a7058835a34,4,10,0
718aa423c4842753093bab86fa9b4dc7,3,15,12
6688b057c525e2878ea4668f6ea6a8e3,4,10,3
57b138535e6a521aa5785716203e8856,5,14,12
11879503ca916d809f23713e83582d1d,4,10,17
44e6d48adca4db77be51fb8f564838a5,11,13,15
a27eaca0d308f49c040c02aa85558118,12,15,3
a550680540729ad7cb9ea54138856288,15,0,18
b1e1002a3622f5bdb33631132ee33372,7,16,17
0bfda13b17d4831ad05ca32675588882,9,18,19
2561fb0409ccd8b783361f4fbf535d37,18,2,8
484b126f75ea129d11e9680042ea0351,12,5,14
62f8d91693ce6a8b2a4227b45f3337cd,0,15,19
b7136241fb066817c528e572596e8af2,18,19,5
e57dd2ad83fda485eab3e629baf5644a,3,15,1
7738ef6b85f39533d95458e9103b5725,8,2,14
7b9f2ce3abad1c0c3f4e7de4f6a97a64,0,15,11
5b30ef32f342405318ed4d0d9b6b9327,17,19,9
a62cf3a28cdc53b98588527157e30fa2,6,14,17
383853bb27442270b7677043d244ef54,18,15,19
ca2c2cd3cbc85a8e196e75f7d9e5f8c8,9,17,13
31801d4f94559c006fd67359e69aba30,18,8,12
494f90bdec372d7b08cfb2b7b4939756,5,11,19
9a144a3751fe3c150ac2d93087bcf5f5,15,0,18
7d546cc4b07fd081b70e024b1ea902b3,6,14,5
ad72111cbd1e3f940a7823c15f8a94f9,1,12,3
13158af1a984560cff3a738c5de9c2cb,6,5,19
fb251f95f5e8a51ae898d98887c55929,17,19,2
b73475b22fe0fb9c5cc7b8e2812fa607,10,16,19
1dc85c9bf35708dbb64a1a95139e0de6,0,15,3
3cdbe13e5c6da024d7aa634f78c6dec5,6,14,17
fd299eba2bfa4edf0963e339aa9e70d4,13,17,9
4f3ad3abdb2b4cd8046d3739dd51ea2b,10,16,19
7a53fccd4e313273eb432be704e8272b,17,5,19
b81b0be7c4dcb0c8cddcbd9db5b9869a,14,6,5
531bd34f902bd91266ccbf73d6fb0914,3,12,2
0954c7ca8fcedc7754fee7574f8c4d42,8,10,17
880c0b52503be5be448bde12f68cd571,0,15,17
aee8003b1b9fee7f042705b420308d39,17,19,5
f2ef082901db5607042db3175196d340,8,9,17
236d429e21ba799c6d4c41eb8923be62,2,15,3
0da1252951bd3a109e5626c8bd6a166e,0,17,19
58b0ad3dd37468252adeedce542dad20,0,15,10
36d98e54a3c746a23e0d7d9d5ee2c385,10,16,9
f9cbda37f4bce32af207c13962241b32,8,11,14
5c4be0f0a5e04039f6fdd68e5f6e5f4e,16,7,9
429599313155ffa8418c6f6eb8135165,4,10,1
f105bfbb939d80d06764814ff7b72370,0,19,15
85f6115c14b58130afe767c581171b98,6,17,14
fbe131a1a295f4a24c44cafb20e48b02,10,9,16
6aad921fd4bbab36c7a8e6fd5fd90a36,7,16,14
f70afaa1c64e97bbdc38ba9fa8ef857c,4,10,3
ab6219db53e0a9e7c019218442caf190,5,19,14
9fe46eb8392cd1f02d6195ea8dec4f94,8,5,14
dfc4ce1fa327970bd24a7a60e68b3327,4,10,2
924d54a43faa708c857854ff0992be35,1,12,2
db8828c4240c816b9ab37f263ffca0fe,0,17,15
6e1145509ab476288225b4f4806ac8b7,13,11,5
3644e15a26a8a0a5b506a3525c72836d,4,10,13
c1568d6be2697944fe69bf4ae1754b75,7,16,8
2df4a40477c577db03c6ec46c36ccad0,6,14,17
57efa1f872979be7a5fdb8816f98e8e3,1,3,12
d4efd24d6b155e586c807edabe537ea7,4,10,3
fc48d1799ea660b37797b943a998479f,17,19,8
8146a86124f344b88ec1fd4446980682,13,17,11
36ae23797a55ce4544e828ccc80e12d3,6,14,19
40b51a2df31c100599e10204626bb4c6,2,3,1
293c42a4d58b1f34a4ed088e440e916b,8,5,18
3239c6d2da55b147e12dafbdecc41c82,10,16,8
41271c114e464b3b3540d22ab4f87840,14,8,13
31072f64fe478107e9349c7a6df4c677,16,7,10
07dcbf510a18591218f98d8b73e0df88,18,19,2
197392b54169189ea3eef8a82522f906,5,14,11
62ee4fff8e0a2b02ebecc763a2e39178,14,8,6
e102b13a369299e1725734dc3cb03222,8,2,13
a65c318eaa764023117128f4fdb9da1c,0,15,19
732819d3fc030c0b0765a58f2959a2ce,4,10,3
285fd6aca0f90d01e2dccf6f66f67c0b,18,19,17
977d49fad546498ad6c7a93ff0361903,4,10,1
8a08ee47986a33dc226a78237ca4bc3a,14,6,5
778902efabbe217d63ee2d703651c1e5,10,9,14
94633bbdd20ef12a7e114a067e3cc810,0,15,1
8543c99824101fbf85c48e842e3eba16,18,19,4
9cd6edf30a927a9c5dd84367f9b3816f,17,5,14
c4a01a40def3059cb6d4c732c43353a3,4,10,17
9e3ca553bff0c476811f94ab64b55446,10,9,3
016b9e91de6413c3eccff5f700e26c80,19,5,7
b8b3704f2e7e59a39f1ca48189b5a5db,15,0,18
bea450a725ff2e04bc7b37def6ff053e,10,3,9
81a1a9a555fd754deef6fe50bc171d76,6,14,19
66e3e53568df32370f869cecb3123cfc,6,14,5
9804e9ec3483f0da879540b651d3868d,10,9,19
1d5682fdbf0eb25f6acc09626f74aa53,14,6,5
cfddcecee59a5e4cbc6bb6adc0a45232,18,19,8
78b36182218a4d83958028d60b311109,0,19,15
92a819340e6d89d18e317a693d320c35,17,5,19
5fbe1785494928687faad1b2e3cf303a,10,9,3
fcffea3bd0ade89f83a0faac7fdbd24e,19,5,8
6e37835412088bff9d185bce34208fa1,7,16,12
a409ccd24615db929eee9f659b305359,8,16,11
3aecf2da542833129a054a24f4b15819,12,2,3
4af16fac4f074cef55adc39018231ae4,15,12,0
1c3b72c9e82c4fcbf000c722e654576f,15,0,14
8e9e25c1e96f3d29f9fc38a1123011f0,9,10,1
d697341defcb9d801f405dbce3564d93,16,7,6
5bf0506676aa9253788c4d1b6cf493be,12,2,1
f668ea505cf51ed13c2c54025b82b7ab,17,14,6
77cd5354304f9f6dfb32d4d7aaae22f9,3,12,15
7e2a141b887ded34972d495fa9bb07b6,10,9,8
6dfcc8f900e464fb87e0e2cc4d3964ac,2,1,3
0770b7b16b388e639fbf07adb4543fe4,4,10,2
019b59bbe09659fee57879720bc0c9ea,0,19,5
34a6575e74d11be3b9252842b51b0f43,7,17,16
3cbc20a25999578ae499554089bd6eea,9,10,17
51ae622900ce9ff05a7d8f46fe081b90,13,11,14
62a9eaf99e4ae61dad13533e61f8c64b,14,6,5
fe2e026803592ea93deb9e68563df6ed,1,3,2
0d16f8be18beb2f04a6660addb624d07,15,12,0
18e1769ddca26b28890a95f48bd96897,17,6,14
65a96bd6d16ee86af25812e2d58dc7c7,17,14,11
21411d861cdd48282a1359fe46ae90dc,19,8,5
7136f1d5d6e2e55ad73224e726319810,4,10,3
270af2cfe64ac7833386c51cd267563a,10,8,16
0d7707df28aa84f002e3c9d39dbf4470,19,17,8
d0a7af9c174d8bd92576651b8701dcd7,5,14,11
d357a5568d3b175b97457ef508abc493,5,11,14
a8016b9d10fc7869116f34c82f952a44,8,14,11
7cf4f0758a96c01eb4e426f0afda2bf3,3,12,10
1253d1b2f32440fa824864f63857f700,7,16,5
017545b40d11df6496b4ff2bdac4fd6e,0,19,11
be3f70047d16ec6d053ade79a92df155,17,6,19
a1c15737ad0cc8287af95f80ab9f0542,4,17,10
9c6f451156aff7b977d2851db9c58521,14,6,5
810c9da56f783ec84d1ea286b1d215ad,6,14,5
2d5ce1449e45f749fe6cf9227d0c3c58,7,16,17
6e83f9ea933bc7fe268195d03693b2ea,9,7,19
a423e4dd18d0bb240e6b68cbc47ef17d,1,12,3
48354262370dd2e378c32507dfed6175,3,1,12
b25f672bfe2b500814bd49d0e12a68d9,5,14,19
7d89f48e4e855a6f9ac60e1286633abd,6,14,5
a5b5f94b092110f8a8c61e0a5d2042e9,18,4,7
e3f383a9a525b5cd8f166580462634d7,2,14,5
b444007dc5261a87ada796fa3638889f,10,16,3
3a6af66cd9a4a29681e9fad634b2da4e,16,7,10
b405754ee35bc3d31b0911fba925d261,10,8,9
72b01b286bb395989e2966f55209b9c4,16,7,17
9cc30d48f95389d81d5e5335ac5bca56,9,13,18
0a1feab7d3e0742e58adde4ee28251ad,14,6,5
090dc40da2485d3a372d9e3548a889db,6,14,5
120d59bdb4c8566dfbe5a16f3b784e63,14,8,5
7821482a71a8c9a9a29425a34e6dece0,10,1,9
08b5f98ebf2bdb48c79a39cbdd5b7fc2,18,8,14
862e4d0fafe15bfbbb826d351fd9dd87,19,8,6
1f7d8f413d4bd246d509e137a5cf2736,9,18,2
9a1734438dbbb2c4337ad659a3145bf1,0,15,19
a100faf1db6886a81eb9201703a34a47,8,18,9
66d23add272b1a1a4f696d589199c44e,4,10,1
58a29a92ca5da59c431b0b25efbe05ce,10,16,9
d712da5124b2d752c992c1ce05dc22c1,15,12,0
872313fe410165d1f1b4d5b1c46f7465,6,5,14
adf48abafb43cecdc21813882ef93d3b,4,15,17
d8638cd38491eda7a7bb99e313e2eb28,1,3,19
40d4b9fc858fc81a720e25eee898fde9,6,5,14
68ed28f0f44feb3d72e4e0170cbd7a31,4,10,3
24b51b1502b1701bf963a5b15a6f4b19,7,16,17
22fe486f9d0b0088a69c1503a73ac566,2,15,3
7d583e6d08a6e21bd9823e6761939b76,16,7,8
4236e52607d01de7e01306321f655d3c,12,1,18
742f5f3e09d67d03dfecf02712e3ed1f,0,5,19
15fb1960497b2793e5f7cd4d8863b93c,3,1,13
3020dc5a97ff8f7db2e83c757aa0fe04,2,3,15
b52a44121fca57883bce50b348864d5b,16,7,18
cd7ecd91571f19a78006af023ca65537,15,18,2
b9a7e3b700053ac1ead153083429d0ef,14,6,5
2082fd0924d61031e66c446082b07235,1,12,3
eed594758980bf2760d2a9cedc93698e,16,7,6
315da7c7b1392d1ef769c77796133676,10,16,9
a6fec221e39af4e8810945aaae0d66ce,0,11,5
abf31fc48d2b33a8e9d2861f13015371,7,16,17
2d4442f854cbaea5168e7e9e8b2b9ea1,1,12,3
68a669cfff555b956edc18a549eed701,0,15,19
5709eaf265cf64e5218ecf0bb63b6372,2,15,3
00799da69753ae20113102f444ac499e,9,10,5
4eab58eae3547f04c6d5e525123c1daf,3,12,2
67a6f259342037791f90d38df3469463,10,19,16
522ac8a077066a02e465535056e79c31,4,10,3
416663f9f598f92b356c82817afe9fdf,13,11,5
a4decb80354852f7af22d059ab2ecffe,6,14,5
53165e4d87600b39f96c7feeaa11ec3c,9,2,18
7fd505a8706bf7f9bb2aada0297516e8,10,9,3
88fb1b71ac19491494aa1cf3bd224f6f,17,6,14
09df6fd1256d4f1924434c9c42fd5e1b,2,12,3
2519bb087f2384a31a2b09bb1dac50ca,9,2,18
7f8964afc6a45b79cdb143c1bda3a449,3,1,12
b701320d7052c97e593599f602b467a5,17,3,2
42ca2e3bb1b1b19b6bbc598cddbed02e,5,14,6
a86be4d03d36553476cf437c60f7dc8e,15,0,17
7acae167f4fbad2cb8b151d715bd824b,10,9,16
2205c437331710ea1b24b8e9e6fde385,18,15,19
6bda96ce55b1dc3e1136d137756a6da9,19,17,5
1c5d527894a02f0be9cceb49d15bf035,5,14,11
c23172cba82e7604aeac003a7d2e4269,14,6,5
638fcd4bddb8989b3a3d57539a8fe1a1,0,15,19
bcc428ff092847c417818ec7ece01a73,15,0,18
2fd81997f5d797cd5ed40e362ad6de8c,10,9,14
593f1eaa8cfa23da1180673062cb683d,9,10,4
3f1124556eae1c26fc36af2561af51b0,9,18,13
e18a9ee2af9cb3525247a84cc67352ea,11,5,19
0676ed411bd667dab2497009a8ebf7f5,15,2,12
71133a4fb74b59af2e2685937bb47047,4,17,10
a4f48c2edba35fb34d5bb27e4d4b8e87,19,17,5
611516d3cef5dd26e15225adc998bad9,6,14,5
d958870740d70ded9f1f589d65dd9e65,0,15,19
5739fcc7a23d1af360b720611cd0080a,19,5,18
70e593309e8015c260161e960dbd3664,9,10,19
00dea063985adf1fa123f6cde4bbb9ca,19,5,17
a0b02cfcac5b133dd03d54ca64701d64,19,8,5
06ea39c803015e5f2842d011753cad33,5,19,14
e86d12d0e777b94c1bf97014aea2be45,10,9,16
6786340a8c3c1b83d79e8bc823201c9b,17,6,14
f09857914c048d962d7ddfddbc6c467d,5,11,14
39515ce8a2feead791b2831ac50a51ec,6,14,5
2209cfa223c5fc3a4bd3291613e58a8a,8,10,14
b619cf70e371e1dcd1c27f1b946293ff,9,17,2
fa8e73d3444341ef3959ad1c15c49039,18,2,19
bc237356896b84d3aec993106640ccc8,5,19,14
ef65b9b156f19d76ca7f968b2e865748,19,5,17
a477d0b35a23a995ff5dd4d8c942c528,19,17,5
a5043d704c13f85fde3c1c89876ab725,17,19,11
8652bd8e2f957953292667f9f5508bbd,3,13,18
5bfc15980e35dbdaaebb7c7122741689,4,10,3
e63209701e6c7f4893640ebfced367b6,12,3,2
09528af95c940f3c481637479955a14c,14,5,6
e668e3b36dd6d5b3ffd6c5cb2500cbb0,4,10,3
5e95580131ae7382b1e426a732dc9f5c,6,14,5
b5d556177dd108324cce6b6c1f099521,17,19,14
ddc600b09c6a17633e2f23dd6ed0d06d,18,19,17
1f9969feb37ae24224ccc433e26ce552,18,3,1
0139a5297fdf13a9979bc36790a9ba40,3,1,18
1ebf65680a7166ffb9f73bd031056be6,1,18,3
bcf5a92a44a98d7f65f1f16b011c141d,9,10,4
c9ee91e347ee69817037dbd17ac15f20,14,5,6
f91926f3449b167436178c4f5f2d45da,3,12,15
88f44afdbddb102e7abf9cfec5f54c30,6,14,5
d11d5c6df11ef6474fc42db0355f6a30,19,5,17
b95ba3d75eec2fb64306679b6551f12b,18,2,19
4af9e224c19f06c5dc9165fb0d2c2142,0,11,5
d130d11e6182ae1cdd784cdc66b31188,4,10,3
bc741dbcd89086ad95931f1845fe9122,4,10,17
f33c7328a368d84ab60e489f895ea171,4,10,3
d0b890705efde59e37b14c6dcda9ddbb,14,6,8
1bb182f1b903e4a7f0f81722a093d7d7,16,3,7
e708f917eafe9553b26fd8d10905ba7a,10,1,9
7d52bd74ec03a9395cff389a1c086898,8,11,10
3ab08dc0ca9069a874b4508e4aa9f191,8,14,5
c5bc70473e298e2d4b1ea9199d8d4b72,2,15,3
33463e1ebd91211648a3a2a1e669d9b5,18,2,15
52e17875adbe1050914bb8999dfffd18,13,19,9
3e92792baffd23283fcd3fc6dad5e03b,3,18,8
b2697262d62095473fff699206c7a86f,18,15,19
d1ac92271182f88a943cae607565967e,2,18,3
84bbcad3f1c4426aa05ad3af75c7c0c4,15,17,2
474823597fb58d4eba651f4858dfde5a,7,16,10
8bce354b37e701e3c5654056c75c94a6,14,5,17
d442f954298ac95cd8e144fbc6838410,9,13,2
77548330e8d8d99fbcaa94d0c30a7456,9,18,13
e58bf5f542fc8d6b8cff059c16a3dc6f,10,9,16
7e3953ca0f72cae617677cc7ab1bddf8,4,10,3
1f046869884438996d444551861b08a9,6,14,5
cbbd4cc1500b0aa55bd71a8c3bdaa4a0,10,1,16
c5184f7e7fe7de4414fadbaff7d8078c,8,14,10
7dc197437e20fedde1f32921afc8b3ec,7,16,14
b37435c070f358974efe24fb3ee98515,6,14,5
439260431592c85456f83bd26b22dfe5,15,0,18
7ebf27e1d1f33a7d33347c243ebbceeb,6,14,5
4b5b0ac902eaed7785c0b7fd8b66f523,3,1,12
f72f4907a88b7fb981c703851ece65f2,10,9,16
0caf287d4c6e1ccf01f4d0277a87d59d,8,5,19
f52e7a749ad2da59378615bc122a153a,17,19,10
b330f713f416a870e23c95d448ca0cd0,3,2,18
ce0ee86892a18f033d04003fbdd49f35,4,10,3
81bdedff2a76b09c29030e6a9f18d10c,2,18,3
49a3fd6cd3e7337ad1a3d2443851aa22,12,1,3
afa728131849224fa2fc20ec9554ae70,9,19,4
f5f5a7ee36e556250ed3b641072ca41e,0,19,11
33a0483d93520d1a04b9514f2467e2a6,8,16,18
c0fcda286246745e143921798172fa53,3,15,2
033166007c1fe58457118eb06b76710f,8,14,10
a515605d397e089fdb4677ab44b35ff9,8,14,17
fe4713d4c5fa3ed0124b5dba0c479192,17,19,5
75bf9aecfb0182e15659576ea70baa1e,7,16,6
b703501f9ecf79206f1751d05d3f0fbc,18,17,19
20bd6e4890e64b944ec104bb2507ff41,10,1,3
344bd78439c3d210a693bf57c16b5f13,9,17,19
9cb6ed6013877529b001b66a9b3f6f8d,14,17,19
6c51e432e4c9e41a8a5a6b0dc43c5416,9,2,18
688bef7e2d990ab814f8a8ae665c2e79,16,7,9
e15cb3c06fc15a8d94932a93f274da66,1,2,3
ddc3ad49708c398cdfb737cd91910dd0,8,14,18
eb73f123e6d81c563b79c3d114587d74,9,13,19
80518bb8e00ecd4c679b3293c4680036,5,14,11
fef46ac5cff5fe0dc0cad4f1c8f8a13c,6,14,5
c00462d26609ab1f3d759194f494a20d,17,13,19
5c2385d8b833689926508eed33ef996e,18,19,17
04c348f21096ff4cfa2ac6e50d652c92,19,17,5
aea8bb9c5b67e7b0b3a3d3a7a8e12847,10,16,9
857fdc83fec715776faa31b38f6fd6ff,10,4,9
12c1f1bae9e376e7d56d99d1ee2d589e,6,14,5
ab2d5d7e2de697c5edf993b1bec7844b,4,10,17
690eca8c533e95b4d76220fe3ba19800,15,0,17
cf74f1a6a6f4f11b46b55aacf652cdca,10,16,9
c8d25ba62d39bf1106fd1459f85ec1be,9,10,4
b947c592b2665d4b0a1fa31e494b6dde,2,18,3
33122950090d0bb076f99a4209c9acdd,4,10,3
bf043ae6db541b94299fc0e981798af9,15,3,12
61da85d8f429f737b43b776a1e5362dd,17,19,14
25586258dc667515846f5f0a7cd71ef4,2,18,15
43f4c277d64143a6af000cf3ffb25a7b,13,11,14
9ab4a7230e6a4e47eb9c216ee0f0e07e,17,12,7
f542617b17c746c6b7a203e35aff8f79,2,15,3
4e12d0d3b8604407d5c9a55a09b75c66,5,14,11
7d0c0cb9019bd4395ca544a8a29728e4,8,14,18
a23377dfb028d131243d4424fa4dfd8e,6,14,5
df2867b16498988da4d69072e75301a1,17,5,19
4fd5a5f6f6284596869289cde28dc682,18,3,2
6117b08fe9a80cd3831279c9c3b46721,6,5,14
b604de460a7fb1169b4dcadd842b3c8c,5,19,14
b468872b35dd52719a93930beea9aa86,7,16,12
848069cf8f41d40e9993f2324cf1bee3,16,8,7
90cee163c00d0e14c0be4cd28a5cac05,19,9,17
fa675e69da8bac138882de55d56c7074,7,16,14
cf2f1d37f438f35db9bbab961d524b2e,7,16,14
85fd8d5f1df6862e52c799aabc4f2ccf,8,18,10
4f99ecb519e3bb7ba8264deab72f8f88,4,10,3
da5683e23fbaca0b7c703683f95155d7,15,0,18
cb6b8e5a856875e1caa7e59da644de8e,12,2,18
78a1a8e80713d3317587ed90923c5070,4,10,18
766951b7b0e124703760a7debb90529c,2,18,8
9d1bc8c79578aef89b71e923987b9bc8,6,14,5
1defa3c4d9dad1b58d44b8a951edc162,10,1,3
058c2cf84b9b50aaa42719dad8b8e15f,4,10,17
fef958b2c6d1a298002fb42113e471e0,4,10,3
681a751232595de058f32e61b1cb853c,5,11,13
fabe092010939e359c425fff2638ce0e,7,16,8
b86f0e7c2734933b0be4b071ee63d268,4,17,10
5e8c6e66f1cb00c2397bb15678637235,15,0,18
8af71fa4d7675922a2158f80feefe7da,16,7,6
34fc93c52ba7e25aa8e00a24fb0745a0,0,15,5
3f95a650b6993e39bead2847d099a42d,2,18,3
02f8ea6c649ba4122913de00d0675ff9,18,2,19
a81060b566d99215d9020bb94e6ea964,17,19,13
044e1a0c24dca52282fcc0ac448c5745,6,14,5
59a9b6d3611c2c6f3eba092b68ee142a,10,3,9
950f31f2897612d3160a809a2cc1954a,13,15,11
d4ed9841fafb246fdd4ed1ab8a25462d,7,16,12
5b2c8333d33ddb6e6d66ce15ae09ef37,4,10,3
af39b55c9687b03166fab14d70e9c745,15,0,3
ccaefdb597e8f5170b9bc759a8a6615b,0,15,11
f91d4f59ae1a51609d7cc740b4586c1b,16,7,10
5800ca5324cb34f2fa6465d916a44a6e,9,10,13
44939744bb40d56509cb494424979b5f,19,8,17
e90dd1365112a3f8a70576c2f0348858,13,19,11
4ff5d90c5a583d359952a62bf4887a52,9,13,4
1fa2b3510085daddf45a2c9beb4c262b,12,15,18
fcaa33c333dded8f0186874c66266203,17,8,19
d2c94a58eda6e88856e240f542e8ce89,6,14,5
f766788355e8cd3230ed9f40ee0a6707,2,12,15
7669175da0f9a2920bdd163992c2c708,6,14,5
64f324d2f1728feb6ad7e02d84e05180,6,14,17
48a2d9d6889219496a89e5a00247201a,14,17,6
0c4ca56a2324ce66cc9414bbc09ecd87,15,0,17
964fae6b2055a044d86bada70ca62c03,12,1,2
a6446c895f422c8cd6a78f73db09b89d,17,2,18
497e9da2b05f242be740a8131b34fb31,3,2,12
3cd0b794fe52c7165d08340a5907bb93,3,15,2
362c9ec80bdef9139e39dc1d7ec2a538,6,14,5
fbc6367e9b275bf39ea83e7572febf5d,13,11,9
b292554a79a0332f12d6a8d270fbb802,0,15,5
0ef7f35a23ea889133669189d89b71bf,8,10,14
6563eaa9db81dfbac6d6dc15abc4f50c,19,17,5
58c105444171e7c7c8ed4d72cbf860f0,18,19,17
ef91d61e1e0c500b869e1e592dbd3a28,5,14,19
dff8c0ef689a9dbca56b4f12be109b82,10,3,1
8456d08aeb1d3a53cc6294ff9868ff4b,18,15,2
459dc1e84c177a386ebe8d993243f4b5,2,15,3
d3e0b6b13a1d3486c9d28a2aa21f5061,2,15,3
117701c89845ca528802eeb4d3783c15,5,11,19
82c052b757a21fb22135cbeabc8e3956,8,16,10
7042ae1d12c87d50e49fa838dd2c1b53,17,6,14
5ceb23aa41b99ed1b8361874cbea75a5,15,0,17
d7ae442c722237aa1c589f8141875d82,3,1,2
e35832a090835c49fb4c6a6b1e4580be,10,18,2
20614a14182e93c3febe18bf1a6743ee,2,3,18
fcd2cda2f62e8eb5d6c6bc05712312b6,6,14,5
e77fb3ff5aa4afc10590e7781c2063cf,16,7,17
5425119ad64c1798f07d96115c8a1017,10,16,8
579b5090b86dda8c9ccba274ffbb5266,17,8,5
be786764e0f4060f859af238f19a21be,17,19,11
8a7759329d31cd82c03df3bd3b8609a3,10,9,4
afd8883df9414818942df3dec0d4309e,8,14,10
269a053aa95594aa7f0448443b05a756,0,15,3
529a2db0c7d02dd30523f3139fc06785,14,6,17
0eb6d50cf7d991c100051b5c1fdabe45,6,14,5
5fc82f33eda08e695092ba44602fc0d6,6,14,17
e84bfaaae5ffb09f277709ce4b2ceff0,19,6,17
97fc0f1b9e554dca4ed86c6f2f9bfa37,17,7,14
64defe118aac02f83793035185d8e6a9,4,10,3
28b25460e5cf592b0723b78b89c500fc,14,17,6
6e08f8af9d9714fda3f36aebd718b2a1,0,15,3
a33df6c014ed36bd29bb507ab1664d04,6,14,5
8e3aa2d469639c84c0a5d4bc493404eb,1,12,13
d1e9ba30cec177dcc886cd7f7646205b,4,10,17
49328cd0348165931cafea0c5067a769,19,5,6
f74c2a7dff4790293dbcdc02323fbde5,17,19,8
86039f1a5517dda1d5cac49ff770754f,18,12,1
c73e55577fedac6ff3f9437ac601449b,7,16,14
03138c5e1ae8668745074f808c55988d,16,7,10
80b20b833c945bf601f9cce280aa522a,7,16,18
2a04f6904bfd84f83835bee8a90b62f2,7,16,17
c56d6d6f7e24b0fd5743fa5d5d2c059b,6,14,5
69cab6953ea1f3926ff39a8ebc91095c,1,2,12
73b6404d147a92594529dc62a9637b98,14,6,5
ff5d81cf2efcc6839de6f9ec01583c22,18,15,19
6b3c9e8ef62bbc15671353ca242b2a1b,0,15,11
f9bdf927c9095a5a323b0e48f2378899,1,3,12
12ea10d45efd13225b5a5d7067198815,10,3,1
49930ebf93c57256e4639b934149e55f,19,5,17
2cb438b0ddb74e80c8abd9e4ba18b88a,9,2,16
1c9b937f6dc83f44e3fac2bb123915ef,3,12,15
60bfabdb192bfea9807bd8ba8d2b33c9,7,16,14
3120cd51383edbd3997b9bea8844b24e,15,17,0
d98f275ab9ea50f84528a7a7a524bd08,10,9,16
3e47cc4227b7cc934345ef733dcaf5f2,19,5,17
